id,loan_status,term,initial_list_status,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,sub_grade,emp_length,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,recoveries,collection_recovery_fee,tot_cur_bal,total_rev_hi_lim,home_ownershipRENT,home_ownershipMORTGAGE,home_ownershipOTHER,home_ownershipOWN,home_ownershipNONE,purposedebt_consolidation,purposecredit_card,purposehome_improvement,purposesmall_business,purposeother,purposemajor_purchase,purposewedding,purposecar,purposehouse,purposemoving,purposemedical,purposerenewable_energy,purposevacation,purposeeducational,earliest_cr_line2010,earliest_cr_line1990,earliest_cr_line2000,earliest_cr_line1970,earliest_cr_line1980,earliest_cr_line1960,earliest_cr_line1950
13,0,1,0,-0.557,-0.555,-0.547,-0.102,-0.402,1.719,-0.441,-0.248,1.500,-0.353,1.118,0.322,-0.359,-0.392,-0.619,0.170,-0.730,-0.730,-0.259,-0.173,-0.450,-0.180,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,1,1,0,0.630,-0.299,-0.526,-1.250,-0.225,-1.015,0.097,-0.248,-1.245,-0.353,-0.772,-1.046,-0.359,-0.210,-0.220,-0.847,-0.730,-0.730,0.329,-0.138,-0.808,-0.898,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,1,1,0.274,0.277,0.283,-1.832,0.317,-0.104,-0.710,-0.338,-1.233,-0.353,-0.772,-0.655,-0.359,0.085,-0.661,-1.101,1.325,1.325,-0.259,-0.173,-0.685,0.574,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,0,0,1.104,1.108,1.113,0.868,0.710,-0.788,-0.710,0.425,-0.421,-0.353,0.173,-0.850,-0.359,1.159,0.108,-0.592,0.576,0.576,-0.259,-0.173,1.657,1.271,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,0,1,0,0.630,0.633,0.639,-0.318,0.950,1.036,1.174,0.313,-0.014,0.798,-0.772,-0.460,-0.359,0.168,1.000,-0.253,-0.730,-0.730,-0.259,-0.173,-0.565,-0.081,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,0,1,0,0.630,0.633,0.636,-1.879,0.681,-0.901,-0.172,3.563,-0.247,-0.353,-0.772,-0.264,-0.359,-0.730,-1.284,0.340,-0.730,-0.730,-0.259,-0.173,1.723,-0.564,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,0,0,0,-0.035,-0.032,-0.025,0.491,-0.345,1.149,-1.517,-0.584,0.667,-0.353,0.173,0.907,-0.359,-0.435,-0.443,1.357,0.403,0.404,-0.259,-0.173,-0.542,-0.303,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,0,1,0,-1.624,-1.624,-1.614,0.815,-1.644,-0.332,-0.710,-0.674,0.460,-0.353,-0.772,-1.241,-0.359,-0.647,1.526,-1.610,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,1,-1.174,-1.172,-1.163,-0.345,-1.135,-0.560,-1.517,-1.033,-1.489,-0.353,-0.772,-0.264,-0.359,-0.746,-1.646,-1.101,-0.730,-0.730,-0.259,-0.173,-0.679,-0.458,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,1,0,0,-0.082,-0.080,-0.072,1.569,-0.232,-1.015,0.366,-0.651,-0.807,-0.353,0.173,-0.655,-0.359,-0.471,1.156,-1.186,-0.730,-0.730,0.579,-0.123,-0.808,-0.898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,1,0,1,0.630,0.633,0.639,-0.087,0.106,-0.560,1.174,1.097,-1.019,-0.353,-0.772,-0.460,1.661,0.673,-0.287,-0.338,1.249,1.250,-0.259,-0.173,0.799,1.056,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,0,1,0,0.630,0.633,0.639,-0.102,0.989,1.719,1.174,0.335,-0.069,-0.353,2.063,0.712,-0.359,0.425,-0.026,0.340,-0.730,-0.730,-0.259,-0.173,-0.412,0.563,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,1,0,0,0.037,0.039,0.043,0.418,-0.295,-1.357,1.174,-0.584,-1.900,0.798,-0.772,-1.241,-0.359,-0.741,-0.826,-1.271,-0.730,-0.730,0.357,-0.134,-0.808,-0.898,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,1,1,1,0.274,0.277,0.283,-1.246,0.401,2.289,0.636,-0.472,0.233,1.950,0.173,-0.655,-0.359,-0.375,-0.081,0.340,-0.730,-0.730,-0.259,-0.173,-0.063,-0.328,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,1,1,0,-0.414,-0.412,-0.404,-0.270,-0.251,0.010,0.366,-0.248,0.867,3.101,-0.772,0.322,-0.359,-0.072,0.499,-0.253,0.627,0.628,-0.259,-0.173,0.474,-0.162,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,1,1,1,1.223,1.227,1.232,1.269,1.999,0.580,-0.172,1.994,-0.822,-0.353,-0.772,-0.460,-0.359,0.384,1.156,-1.271,0.425,0.426,-0.259,-0.173,-0.404,0.046,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,0,1,1,-0.097,-0.095,-0.087,-0.126,0.134,0.010,0.097,-0.607,0.345,-0.353,-0.772,-0.460,-0.359,0.037,1.770,-0.084,0.172,0.172,-0.259,-0.173,-0.321,-0.317,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,1,1,0,-1.150,-1.148,-1.139,0.449,-1.072,-1.243,0.097,1.027,-0.666,-0.353,1.118,0.517,-0.359,-0.078,1.505,0.086,-0.382,-0.381,-0.259,-0.173,-0.609,-0.356,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,1,1,1,2.409,2.414,2.417,0.229,3.179,-1.243,-1.517,1.205,-0.036,-0.353,0.173,0.517,-0.359,2.021,1.345,0.510,2.707,2.708,-0.259,-0.173,-0.200,1.169,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,0,1,0,-0.299,-0.296,-0.289,-1.467,-0.244,1.491,-0.441,0.582,-0.472,-0.353,-0.772,0.126,-0.359,-0.224,1.076,-0.169,-0.730,-0.730,-0.259,-0.173,-0.572,-0.402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,0,0,0,-0.557,-0.555,-0.547,0.561,-0.780,1.149,0.636,-0.203,-1.537,-0.353,0.173,-1.241,3.682,-0.385,-1.335,-0.592,-0.730,-0.730,-0.259,-0.173,-0.746,0.324,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,0,1,0,-1.150,-1.148,-1.139,-0.922,-1.133,0.352,-1.248,0.469,0.509,-0.353,0.173,-0.850,-0.359,-0.840,-2.117,-0.253,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0,0,1,0.037,0.039,0.046,-0.014,-0.358,0.580,0.097,-0.080,-0.558,-0.353,0.173,0.322,-0.359,-0.313,-0.102,-0.084,-0.730,-0.730,-0.259,-0.173,0.072,-0.250,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,1,0,0,-0.391,-0.388,-0.387,0.934,-0.596,-0.674,1.174,-0.701,-0.037,-0.353,2.063,0.126,1.661,0.047,0.950,-0.932,-0.730,-0.730,-0.240,-0.173,-0.808,-0.898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,0,0,0,1.223,1.227,1.232,-0.666,0.443,1.719,1.174,-0.136,-0.730,-0.353,1.118,0.517,-0.359,0.571,-1.419,-0.253,2.214,2.215,-0.259,-0.173,0.268,3.060,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,1,0,1,-0.557,-0.555,-0.547,0.665,-0.770,0.124,-1.517,-0.360,-0.900,0.798,-0.772,-0.850,-0.359,-0.483,-0.329,-1.016,0.443,0.443,-0.259,-0.173,0.365,-0.398,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,0,1,0,-0.319,-0.317,-0.311,-1.237,-0.243,2.289,-0.172,0.036,-0.378,-0.353,2.063,0.517,-0.359,-0.428,-1.583,1.866,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,1,0,0,-0.654,-0.653,-0.650,-0.874,-0.989,-0.332,-0.979,-1.189,0.975,-0.353,0.173,-0.850,-0.359,-0.847,-1.852,-0.932,-0.730,-0.730,1.098,1.319,-0.808,-0.898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,0,1,1,0.467,0.469,0.476,-1.608,0.554,1.491,1.174,-0.320,1.148,-0.353,-0.772,-0.655,-0.359,-0.038,0.714,1.188,1.229,1.229,-0.259,-0.173,0.527,-0.183,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,1,1,0,-0.794,-0.792,-0.784,0.167,-0.660,-0.560,-0.710,2.330,-1.690,-0.353,-0.772,-1.241,-0.359,-0.518,1.526,-0.932,-0.730,-0.730,0.183,-0.146,-0.612,-0.659,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43,1,1,1,-1.624,-1.624,-1.614,1.529,-1.638,-0.674,-1.248,-0.719,0.299,-0.353,-0.772,-0.655,-0.359,0.674,1.231,-0.932,-0.730,-0.730,-0.259,-0.173,-0.611,0.239,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,0,1,0,-0.319,-0.317,-0.310,-0.225,-0.137,1.719,-0.710,-0.472,0.478,-0.353,-0.772,-0.069,-0.359,-0.170,-0.632,1.103,-0.730,-0.730,-0.259,-0.173,-0.544,0.162,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,0,0,1,0.250,0.253,0.259,-0.054,-0.193,0.580,-0.172,-0.666,0.918,-0.353,0.173,0.126,1.661,-0.528,-0.834,-0.508,1.018,1.019,-0.259,-0.173,-0.593,-0.314,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46,0,0,1,-0.468,-0.466,-0.458,2.100,-0.533,-1.243,-0.441,-0.786,1.588,-0.353,-0.772,0.517,-0.359,0.016,0.966,-0.169,0.385,0.386,-0.259,-0.173,-0.569,-0.194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47,0,0,0,1.294,1.298,1.303,1.029,0.919,0.580,-0.172,-0.069,0.707,0.798,0.173,0.322,-0.359,-0.007,0.529,-0.423,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,0,0,1,0.037,0.039,0.046,0.096,-0.342,1.149,1.174,0.985,1.584,-0.353,0.173,-0.069,-0.359,1.924,1.656,0.849,-0.730,-0.730,-0.259,-0.173,1.327,2.581,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,1,1,0,0.392,0.395,0.402,0.709,0.844,-1.243,1.174,-0.584,0.139,0.798,0.173,-0.069,-0.359,0.316,0.718,-0.338,-0.730,-0.730,-0.259,-0.173,0.276,0.120,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,0,1,0,0.155,0.158,0.165,-0.499,0.376,-1.129,-0.979,-0.472,0.512,0.798,-0.772,-0.460,-0.359,-0.225,0.415,-1.101,-0.730,-0.730,-0.259,-0.173,-0.574,-0.285,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,0,1,0,-1.090,-1.089,-1.080,-1.879,-1.112,-0.901,1.174,0.313,-0.910,-0.353,-0.772,-0.069,-0.359,-0.209,-1.545,0.594,-0.730,-0.730,-0.259,-0.173,1.006,1.179,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,0,1,0,0.748,0.752,0.757,-0.126,1.123,0.010,-1.248,0.313,0.668,-0.353,-0.772,0.126,-0.359,-0.439,0.344,-0.084,0.779,0.779,-0.259,-0.173,0.652,-0.479,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,1,1,1,0.155,0.158,0.165,-0.054,0.440,0.580,0.097,-0.696,0.410,-0.353,-0.772,3.056,-0.359,-0.138,-0.237,2.120,0.787,0.787,-0.259,-0.173,-0.204,0.007,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54,0,1,0,1.143,1.146,1.152,0.537,1.731,-0.332,-1.517,0.200,0.574,0.798,2.063,0.517,-0.359,-0.623,-1.435,-0.253,1.786,1.787,-0.259,-0.173,-0.041,-0.211,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,1,1,1,-0.794,-0.792,-0.784,-0.635,-0.717,1.036,-0.710,-0.696,-1.293,-0.353,-0.772,0.322,-0.359,-0.322,-0.855,-0.084,-0.031,-0.031,-0.259,-0.173,-0.013,0.053,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,1,1,0,-1.016,-1.015,-1.009,-0.536,-0.964,0.352,1.174,-0.831,-0.905,0.798,1.118,-0.655,-0.359,-0.636,-0.905,-0.762,-0.730,-0.730,-0.259,-0.173,-0.089,-0.479,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57,1,1,1,2.409,2.414,2.417,0.813,3.366,0.580,-0.441,0.649,-1.711,1.950,0.173,-0.850,-0.359,-0.717,1.097,0.764,1.907,1.908,-0.259,-0.173,1.420,-0.782,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,0,1,1,1.104,1.108,1.113,-1.006,1.354,0.352,0.366,1.321,-0.623,0.798,-0.772,0.126,1.661,-0.111,-0.737,-0.508,2.031,2.032,-0.259,-0.173,1.264,0.327,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,0,1,0,-0.557,-0.555,-0.547,0.021,-0.390,1.149,1.174,1.501,-0.139,-0.353,1.118,0.322,-0.359,0.032,0.802,0.255,0.397,0.398,-0.259,-0.173,0.843,-0.145,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,0,0,1,1.223,1.227,1.232,0.233,0.657,-1.243,1.174,0.111,-0.085,0.798,-0.772,2.665,-0.359,-0.425,-1.642,1.357,2.120,2.121,-0.259,-0.173,0.089,0.679,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61,0,0,1,-0.319,-0.317,-0.310,-0.499,-0.700,-1.129,-0.710,-0.651,-1.259,-0.353,-0.772,-1.632,-0.359,-0.356,0.184,-1.610,0.627,0.628,-0.259,-0.173,-0.743,-0.366,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,0,1,0,-0.512,-0.510,-0.502,-0.536,-0.389,0.352,1.174,-0.311,-0.543,1.950,-0.772,-0.655,-0.359,-0.678,-0.687,0.086,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,0,1,1,-1.328,-1.327,-1.317,-1.006,-1.333,0.352,-1.248,-1.174,1.692,-0.353,-0.772,-0.264,-0.359,-0.682,-0.926,-0.084,-0.393,-0.393,-0.259,-0.173,-0.731,-0.557,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64,0,1,1,1.009,1.013,1.018,-0.124,1.429,0.580,1.174,-0.293,1.395,-0.353,-0.772,0.517,-0.359,0.930,1.509,0.170,1.950,1.951,-0.259,-0.173,-0.533,0.334,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,1,0,1,2.409,2.414,2.414,2.301,2.381,-0.788,1.174,2.151,-1.093,-0.353,0.173,-0.264,1.661,-0.741,-1.545,3.137,2.535,2.534,-0.259,-0.173,-0.435,-0.497,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66,1,1,1,-1.007,-1.006,-0.997,-0.785,-0.967,0.352,-1.248,-1.033,0.609,-0.353,0.173,-0.069,-0.359,-0.553,-0.817,-0.677,-0.165,-0.165,-0.259,-0.173,-0.690,-0.363,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,0,1,0,-0.794,-0.792,-0.784,-1.467,-0.775,1.491,-1.248,-0.808,-0.239,-0.353,-0.772,-1.436,-0.359,0.061,0.815,-1.271,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68,1,1,0,0.630,0.633,0.624,-1.076,0.817,-1.015,1.174,0.425,-0.589,-0.353,0.173,-0.655,-0.359,0.144,0.685,-0.508,0.668,0.660,-0.259,-0.173,-0.559,-0.018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,1,0,0,0.081,0.084,0.091,1.860,-0.031,-1.471,1.174,-0.517,1.498,-0.353,0.173,-0.264,-0.359,-0.351,0.453,-0.677,1.029,1.030,-0.259,-0.173,-0.354,-0.412,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,0,0,1,0.630,0.633,0.639,0.440,0.208,-0.788,0.636,1.097,-0.312,-0.353,-0.772,0.907,-0.359,-0.058,0.895,0.255,1.669,1.669,-0.259,-0.173,1.031,-0.240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,1,0,0,-0.221,-0.219,-0.212,2.429,-0.245,-0.560,-1.248,-0.741,1.151,-0.353,1.118,-1.046,-0.359,-0.610,-0.258,-0.847,-0.730,-0.730,-0.259,-0.173,-0.619,-0.574,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72,1,1,0,-0.557,-0.555,-0.547,-0.785,-0.462,0.352,0.905,-0.808,0.540,-0.353,-0.772,-1.046,-0.359,-0.362,0.596,-0.169,0.075,0.076,-0.259,-0.173,-0.704,-0.444,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,1,0,1,0.677,0.680,0.686,0.021,0.165,1.149,-1.248,-0.382,1.225,-0.353,-0.772,0.126,-0.359,-0.084,-0.910,0.001,1.652,1.653,-0.259,-0.173,0.030,0.517,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74,0,0,1,2.409,2.414,2.417,-0.270,1.468,0.010,1.174,2.218,1.744,-0.353,0.173,1.493,-0.359,4.629,0.470,0.594,3.455,3.457,-0.259,-0.173,1.721,4.208,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,1,1,0,0.490,0.493,0.497,-0.318,0.789,1.036,1.174,-0.405,1.353,-0.353,-0.772,0.907,-0.359,0.157,0.218,0.425,-0.730,-0.730,-0.240,-0.153,0.021,0.151,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,1,1,0,-1.150,-1.148,-1.142,0.599,-1.065,1.149,1.174,-0.664,0.546,-0.353,-0.772,1.884,-0.359,0.528,-1.250,0.764,-0.730,-0.730,-0.259,-0.173,-0.630,2.380,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77,0,1,0,-0.082,-0.080,-0.072,-0.102,0.155,1.719,-0.172,-0.136,-0.367,-0.353,-0.772,-1.046,-0.359,-0.635,-0.031,-1.525,-0.730,-0.730,-0.259,-0.173,-0.489,-0.634,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
78,1,0,0,-0.319,-0.317,-0.310,-0.874,-0.742,-0.332,1.174,-1.033,-0.557,-0.353,-0.772,-0.264,-0.359,-0.420,0.024,1.018,-0.452,-0.452,-0.259,-0.173,-0.808,-0.898,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,1,1,0,0.407,0.410,0.417,0.277,0.790,0.580,-1.517,0.425,0.754,-0.353,2.063,-0.264,-0.359,0.211,-0.207,-0.677,-0.730,-0.730,0.899,-0.104,-0.808,-0.898,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80,1,1,0,1.579,1.583,1.587,0.537,2.263,-0.332,-1.248,0.021,1.299,-0.353,-0.772,-0.850,-0.359,1.632,1.715,0.594,2.515,2.517,-0.259,-0.173,-0.387,0.729,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81,0,1,1,0.630,0.633,0.639,-0.499,0.918,-1.129,0.097,2.442,-1.589,-0.353,0.173,0.517,-0.359,0.112,-1.318,0.170,1.576,1.577,-0.259,-0.173,-0.585,1.546,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
